ID,sentiment,content
20741,fear,The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!
20742,fear,"And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to panic."
20743,fear,"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that  #Brendonati"
20744,fear,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway."
20745,fear,Starting not to give a fuck and stopped fearing the consequence
20746,fear,"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins"
20747,fear,@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you know!!
20748,fear,@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*
20749,fear,"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick."
20750,fear,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm
20751,fear,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace"
20752,fear,Forgot to plug the phone in overnight 
20753,fear,Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove
20754,fear,"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father"
20755,fear,"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully"
20756,fear,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful"
20757,fear,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash
20758,fear,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else."
20759,fear,@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .
20760,fear,@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!
20761,fear,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism"
20762,fear,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens
20763,fear,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror
20764,fear,@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?
20765,fear,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids 
20766,fear,It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.
20767,fear,I hate Bakewell tart â€¦ anything that tastes of almond essence is just horrid! #GBBO
20768,fear,@ImJim_YoureNot  cyber bully
20769,fear,I have no #alarm preset #life will #wakemeup
20770,fear,"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit"
20771,fear,"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness"
20772,fear,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice"
20773,fear,"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*"
20774,fear,@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly
20775,fear,"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020"
20776,fear,Good start to the day I forgot to set my #alarm just as well it's #Friday ðŸ˜†
20777,fear,"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare"
20778,fear,@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules
20779,fear,"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences"
20780,fear,"339:709 A local habitation and a name.\nSuch tricks hath strong imagination,\nThat, if it would but apprehend some joy,\n#AMNDBots"
20781,fear,@isthismike_p that nigga is horrible bro
20782,fear,"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!"
20783,fear,Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry
20784,fear,@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat
20785,fear,Not sure that men can handle a woman that's got her crap together. #intimidation #independent
20786,fear,We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose
20787,fear,Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd
20788,fear,"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere â€”"
20789,fear,If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow
20790,fear,@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.
20791,fear,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare
20792,fear,"Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy..."
20793,fear,"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith"
20794,fear,"After a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!"
20795,fear,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible"
20796,fear,GUY was such a video I'm shaking @ladygaga
20797,fear,Got to be up in 4 hours to go back to work #cantsleep #excited 
20798,fear,@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already ðŸ˜‚
20799,fear,The most important characteristic of leadership is the lack of . #activism #equity #revolution
20800,fear,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans "
20801,fear,"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech"
20802,fear,Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...
20803,fear,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful"
20804,fear,@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2
20805,fear,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage"
20806,fear,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage 
20807,fear,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible
20808,fear,How had Matty Dawson not scored there!!!!! #terrible
20809,fear,@TJ_FASHO lmao clown my own hair I'm going to dread lmao
20810,fear,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.
20811,fear,@SueWallace78 peanut butter???? You some kinda pervert?? #awful
20812,fear,Rojo is a terrible defender
20813,fear,This maybe a new start but it will always be align with the end.  #forward
20814,fear,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL"
20815,fear,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence ðŸ˜¡ "
20816,fear,@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx
20817,fear,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable 
20818,fear,Season 3 of penny dreadful is on Netflix...well my afternoon is filled
20819,fear,@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies
20820,fear,@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service
20821,fear,Today has dragged on 
20822,fear,Fosu-Mensa is having a nightmare 15 minutes. Difference between Premier League reserves and League 1 is still wide
20823,fear,I really hate Mel and Sue. They think they're hilarious and they're just awful
20824,fear,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. "
20825,fear,@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff
20826,fear,@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all #terrible
20827,fear,@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!
20828,fear,@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.
20829,fear,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible
20830,fear,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus
20831,fear,@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.
20832,fear,#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...
20833,fear,I just want to say: social media isnâ€™t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins
20834,fear,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book
20835,fear,How had Matty Dawson not scored there!!!!! 
20836,fear,"Fuck being shy, I'm trying to be up in them thighs."
20837,fear,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees 
20838,fear,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli 
20839,fear,Just want Saturday to be over but then again I want to do good #LSAT 
20840,fear,Let's refuse to live in #fear -  #c$%t
20841,fear,I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo
20842,fear,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency"
20843,fear,When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' 
20844,fear,My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years
20845,fear,"Aberdeen st Johnstone, let's see who can punt it the furthest #awful"
20846,fear,"thank you for your concern, computer, but my last name isn't misspelled, it's just weird"
20847,fear,@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect
20848,fear,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game
20849,fear,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage"
20850,fear,@UndeadLayne @Lauren_Southern all the bully
20851,fear,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible
20852,fear,Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!
20853,fear,@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs
20854,fear,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times "
20855,fear,"@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses"
20856,fear,@BBHOH #terrible Paul so deserved that win!!! #bbfail
20857,fear,"@ltsukis im love you, even if you bully me sadly"
20858,fear,@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left
20859,fear,Anyyyyone wanna go to fright fest with me on Friday night? ðŸ‘»
20860,fear,"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney"
20861,fear,Jeans with fake pockets #horrible
20862,fear,"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle"
20863,fear,"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--"
20864,fear,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. 
20865,fear,I have a job interview with @BarclaysUK in Loughborough next month !!!
20866,fear,The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution
20867,fear,Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue
20868,fear,"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things"
20869,fear,Getting terrible download speeds for fifa smh.
20870,fear,One more step in long work #visa process is over. Relief. Onto next step. #expat 
20871,fear,You don't know what to expect by Brendon's video lmao LA devotee video got me shook 
20872,fear,Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.
20873,fear,yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?
20874,fear,Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous
20875,fear,"2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go."
20876,fear,Overtime... #TeamNA #WCH2016 
20877,fear,@ManUtd it was a terrible Freekick...
20878,fear,@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people
20879,fear,How I Murdered Your Mother #SpookyTv 
20880,fear,@Jchawes What is your favorite #horror movie? #ghosthunters
20881,fear,It's not #dread. It's called #Locks
20882,fear,@aIakazamjackass been better. It's really stupid don't worry
20883,fear,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool 
20884,fear,"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'"
20885,fear,the ending of how I met your mother is dreadful
20886,fear,"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln"
20887,fear,Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus
20888,fear,"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible"
20889,fear,I lost my blinders .... 
20890,fear,It's not going to break you it's just going to shake you
20891,fear,@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player 
20892,fear,@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible
20893,fear,"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world"
20894,fear,On the other side of fear lies freedom! - JB Glossinger #quote
20895,fear,Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED 
20896,fear,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF
20897,fear,"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy ðŸ˜Š"
20898,fear,Huns are like a box of coffee revels #horrible
20899,fear,A shy failure is nobler than an immodest success.
20900,fear,@mr_HAAAAN wow inadvertently horrible puns is definitely my thing
20901,fear,I really wanna go to fright fest ðŸ˜©
20902,fear,This has #turned out #better then I expected admitting you tried to #intimidate ðŸ˜‚ðŸ˜‚ #cantstoplaughing I really can't and it's in #spokeword
20903,fear,#aliens #zombie #gore #slash #ghost #sith #horror I love it all. ðŸ”ª
20904,fear,Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer
20905,fear,"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)"
20906,fear,Drop every fear...
20907,fear,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? "
20908,fear,That free kick from Rooney was awful
20909,fear,today has been terrible but tonight will end better because I get to see Malik â¤ï¸
20910,fear,"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC"
20911,fear,Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror
20912,fear,ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax
20913,fear,Shoutout to @VZWSupport for ruining my iPhone 7 order!! 
20914,fear,Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre
20915,fear,"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them"
20916,fear,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch 
20917,fear,"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN  #marblesinmouth"
20918,fear,@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions 
20919,fear,@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact 
20920,fear,@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though ðŸ˜…
20921,fear,Omg he kissed herðŸ™ˆ #shy #w
20922,fear,"@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote."
20923,fear,"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start."
20924,fear,#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of
20925,fear,Look at this #massiah of #youngleader\n#Pakistan #massiah of 
20926,fear,You make me breathless.
20927,fear,To com sede de milk shake
20928,fear,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens
20929,fear,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible
20930,fear,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible
20931,fear,@Wild_Lucario_ *chuckles* did I scare you?
20932,fear,@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.
20933,fear,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider 
20934,fear,@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees
20935,fear,@LFC What an awful team
20936,fear,@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;
20937,fear,@WunderlistHelp are you guys still down? When can we go up? 
20938,fear,I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? ðŸ˜‚ðŸ˜‚
20939,fear,"Walk right through them! See way past them, and don't even hesitate running them over."
20940,fear,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake  #horrorfilm
20941,fear,#smackdev #ptp #start word
20942,fear,never afraid to start over
20943,fear,@Netflix_ME penny dreadful season 3?
20944,fear,STAY JADED everyone is 
20945,fear,oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here
20946,fear,No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.
20947,fear,"@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap"
20948,fear,@BBCTomEnglish @TimesSport And the dreadful Franglaise.
20949,fear,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. 
20950,fear,They used to laugh at her coz she couldn't afford a junky now they stare in awe while she is winning.
20951,fear,@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far)
20952,fear,@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in BernabÃ©u stadium are so so long. Viallreal never won there
20953,fear,@97_aleix having a terrific game and not at all fazed #MCFC
20954,fear,@corruptmelon now im feeling the 
20955,fear,No we didn't just bully our professor to move the Chem quiz to Monday ðŸ˜‚
20956,fear,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate
20957,fear,#terror @sjdonghaev i love you
20958,fear,"@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that."
20959,fear,Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting
20960,fear,"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote"
20961,fear,@STLouis_RamsFan their whole team is limited when they're on the field. 
20962,fear,It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer
20963,fear,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad 
20964,fear,This maybe a new start but it will always be align with the end. #start #forward
20965,fear,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear"
20966,fear,"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?"
20967,fear,@JasonBHampton it's Bowers. I went and drove it for a while this evening 
20968,fear,@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!
20969,fear,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam "
20970,fear,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe 
20971,fear,"My interview went well today, I can't wait to find out what happens.  #excited #interview #jobinterview"
20972,fear,Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?
20973,fear,I delete numbers so quick with no hesitation
20974,fear,@1NatalieMaines Can you imagine being the person who has to spray tan him? 
20975,fear,"After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance."
20976,fear,"â€œ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.â€"
20977,fear,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. "
20978,fear,induction day tomorrow for pizza express 
20979,fear,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga â¤ï¸
20980,fear,@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible
20981,fear,@siomo @NEWSTALK1010 20 says he gets reelected..... #be 
20982,fear,"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want"
20983,fear,wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420
20984,fear,new tires &amp; an alarm system on my car. fwm now!
20985,fear,Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech 
20986,fear,Unbelievable from McDavid and Matthews. Lundqvist can do nothing but shake his head #WCH2016
20987,fear,@CSTrey4 thanks brotein shake ðŸ˜ˆðŸ˜ˆðŸ˜ˆ
20988,fear,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you "
20989,fear,"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime"
20990,fear,Everything youâ€™ve ever wanted is on the other side of fear. â€“George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote
20991,fear,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start"
20992,fear,"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!"
20993,fear,@madihayousufzai Please DM your concern
20994,fear,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen ðŸ˜‚ðŸ˜‚ #GBBO
20995,fear,"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden"
20996,fear,Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory
20997,fear,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.
20998,fear,Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?
20999,fear,@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible
21000,fear,"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless"
21001,fear,Everything youâ€™ve ever wanted is on the other side of fear. â€“George Addair #ThursdayThoughts #yourpushfactor  #life #quote
21002,fear,Ramos with his ground shaking headers..ðŸ˜
21003,fear,"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;"
21004,fear,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? ðŸ˜³ðŸ˜³ðŸ˜³
21005,fear,My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism 
21006,fear,"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great."
21007,fear,What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success
21008,fear,I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.
21009,fear,@DreKnott You've got tremendous range.
21010,fear,"ok, ok.. I know.. my last tweet was #terrible"
21011,fear,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke
21012,fear,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is "
21013,fear,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers 
21014,fear,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap"
21015,fear,#nana 4 hoco bc my dream since freshman year awe ðŸ˜™â¤â¤â¤ @thecandeyman
21016,fear,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice"
21017,fear,Every year I go to universal studios to horror nights as a 3rd wheel lol ðŸ˜ŠðŸ˜‚
21018,fear,My goals are so big they scare small minds
21019,fear,if you do me wrong i will not hesitate to block you and cut you out of my life completely ðŸ˜‡ it's one of my greatest talents
21020,fear,Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !
21021,fear,@SusannahSpot I could pop round 
21022,fear,Step over #fear and rely on #faith!
21023,fear,"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the "
21024,fear,"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix"
21025,fear,Research has determined 70% of #laughter is actually .
21026,fear,I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.
21027,fear,"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design."
21028,fear,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all "
21029,fear,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood "
21030,fear,"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana"
21031,fear,im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con
21032,fear,You have a #problem? Yes! Can you do #something about it? No! Than why #worry
21033,fear,@TheOnlySweeney their slogan should've been #start instead of #finish
21034,fear,@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running
21035,fear,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums "
21036,fear,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. 
21037,fear,@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all 
21038,fear,"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth"
21039,fear,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success
21040,fear,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense ðŸ˜­ðŸ˜‚
21041,fear,@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year
21042,fear,81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi
21043,fear,Round 2  #pcola
21044,fear,"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys "
21045,fear,"Jorge deserves it, honestly. He's weak.  #90dayfiance"
21046,fear,Not sure that men can handle a woman that's got her crap together.  #independent
21047,fear,@GSchwartz_ it wasn't a joke . 
